PLAYER,PASSING_ATT,PASSING_ATT_HIGH,PASSING_ATT_LOW,PASSING_CMP,PASSING_CMP_HIGH,PASSING_CMP_LOW,PASSING_YDS,PASSING_YDS_HIGH,PASSING_YDS_LOW,PASSING_TDS,PASSING_TDS_HIGH,PASSING_TDS_LOW,PASSING_INTS,RUSHING_ATT,RUSHING_ATT_HIGH,RUSHING_ATT_LOW,RUSHING_YDS,RUSHING_YDS_HIGH,RUSHING_YDS_LOW,RUSHING_TDS,RUSHING_TDS_HIGH,RUSHING_TDS_LOW,MISC_FL,MISC_FPTS,MISC_FPTS_HIGH,MISC_FPTS_LOW,POSITION,SCRAPE_DATE,DATA_TYPE,RECEIVING_REC,RECEIVING_REC_HIGH,RECEIVING_REC_LOW,RECEIVING_YDS,RECEIVING_YDS_HIGH,RECEIVING_YDS_LOW,RECEIVING_TDS,RECEIVING_TDS_HIGH,RECEIVING_TDS_LOW,MISC_FL_HIGH,MISC_FL_LOW,FG,FG_HIGH,FG_LOW,FGA,FGA_HIGH,FGA_LOW,XPT,XPT_HIGH,XPT_LOW,FPTS,FPTS_HIGH,FPTS_LOW,FPTS_ENVELOPE_WIDTH,SACK,SACK_HIGH,SACK_LOW,INT,INT_HIGH,INT_LOW,FR,FR_HIGH,FR_LOW,FF,FF_HIGH,FF_LOW,TD,TD_HIGH,TD_LOW,SAFETY,SAFETY_HIGH,SAFETY_LOW,PA,PA_HIGH,PA_LOW,YDS_AGN
Ashton Dulin IND,,,,,,,,,,,,,,,,,1.7,5.0,0.0,,,,,2.7,4.8,2.5,WR,2025-08-22 10:37:53,ENVELOPE,1.7,2.0,1.5,19.5,23.0,17.3,0.1,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trent Sherfield Sr. DEN,,,,,,,,,,,,,,,,,,,,,,,,2.6,4.2,0.9,WR,2025-08-22 10:37:53,ENVELOPE,1.8,2.0,1.6,20.9,22.0,19.9,0.1,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Williams CIN,,,,,,,,,,,,,,,,,,,,,,,,2.6,8.2,0.0,WR,2025-08-22 10:37:53,ENVELOPE,1.6,3.9,0.0,18.8,42.4,0.0,0.1,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tank Dell HOU,,,,,,,,,,,,,,,,,,,,,,,,2.4,4.4,0.4,WR,2025-08-22 10:37:53,ENVELOPE,2.0,2.0,0.0,24.0,24.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Neyor GB,,,,,,,,,,,,,,,,,,,,,,,,2.4,4.4,0.4,WR,2025-08-22 10:37:53,ENVELOPE,2.0,2.0,0.0,24.0,24.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Sims Jr. SEA,,,,,,,,,,,,,,,,,,,,,,,,2.3,6.0,0.2,WR,2025-08-22 10:37:53,ENVELOPE,1.7,3.4,0.0,17.0,34.0,0.0,0.1,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Pascal NYG,,,,,,,,,,,,,,,,,,,,,,,,2.3,6.1,0.0,WR,2025-08-22 10:37:53,ENVELOPE,1.5,3.0,0.0,17.8,35.5,0.0,0.1,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Austin Jr. NO,,,,,,,,,,,,,,,,,,,,,,,,2.2,2.2,0.2,WR,2025-08-22 10:37:53,ENVELOPE,1.6,1.6,0.6,18.9,18.9,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jimmy Horn Jr. CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,2025-08-22 10:37:53,ENVELOPE,1.5,3.0,0.0,18.0,36.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Brownlee KC,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,2025-08-22 10:37:53,ENVELOPE,1.0,1.0,0.0,14.0,14.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braxton Berrios HOU,,,,,,,,,,,,,,,,,2.5,5.0,0.0,,,,,1.3,4.6,0.9,WR,2025-08-22 10:37:53,ENVELOPE,1.0,2.0,0.0,10.5,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Moore WAS,,,,,,,,,,,,,,,,,,,,,,,,1.3,4.6,0.0,WR,2025-08-22 10:37:53,ENVELOPE,1.0,2.0,0.0,13.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaJohntay Wester BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,2025-08-22 10:37:53,ENVELOPE,1.0,2.0,0.0,12.0,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikko Remigio KC,,,,,,,,,,,,,,,,,,,,,,,,0.7,2.9,0.3,WR,2025-08-22 10:37:53,ENVELOPE,0.5,1.0,0.0,6.5,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ihmir Smith-Marsette NYG,,,,,,,,,,,,,,,,,2.5,5.0,0.0,,,,,0.5,6.9,-1.5,WR,2025-08-22 10:37:53,ENVELOPE,0.8,1.7,0.0,9.5,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trenton Irwin JAC,,,,,,,,,,,,,,,,,5.0,5.0,0.0,,,,,,,,WR,2025-08-22 10:37:53,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier Smith LAR,,,,,,,,,,,,,,,,,2.5,5.0,0.0,,,,,0.4,2.7,0.1,WR,2025-08-22 10:37:53,ENVELOPE,1.0,2.0,0.0,11.0,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Kennedy DET,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,2025-08-22 10:37:53,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mason Kinsey TEN,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,2025-08-22 10:37:53,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laquon Treadwell IND,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,2025-08-22 10:37:53,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
River Cracraft WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,2025-08-22 10:37:53,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trent Taylor SF,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,2025-08-22 10:37:53,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Kirkwood BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,2025-08-22 10:37:53,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phillip Dorsett II LV,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,2025-08-22 10:37:53,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brock Bowers LV,,,,,,,,,,,,,,,,,,,,,,,,149.4,246.8,143.0,TE,2025-08-22 10:37:56,ENVELOPE,106.1,114.7,100.0,1129.3,1196.5,1042.0,6.1,7.0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Kittle SF,,,,,,,,,,,,,,,,,,,,,,,,146.8,207.0,136.5,TE,2025-08-22 10:37:56,ENVELOPE,75.9,81.8,70.0,1030.0,1138.0,945.0,7.5,10.0,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trey McBride ARI,,,,,,,,,,,,,,,,,,,,,,,,139.5,245.4,134.0,TE,2025-08-22 10:37:56,ENVELOPE,104.4,113.2,99.0,1052.7,1087.9,1031.0,5.8,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam LaPorta DET,,,,,,,,,,,,,,,,,,,,,,,,116.1,178.2,16.8,TE,2025-08-22 10:37:56,ENVELOPE,67.9,74.7,63.8,761.4,779.3,732.9,6.8,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Andrews BAL,,,,,,,,,,,,,,,,,,,,,,,,114.8,163.5,110.2,TE,2025-08-22 10:37:56,ENVELOPE,58.8,62.4,55.0,701.8,761.0,657.1,7.7,9.0,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Travis Kelce KC,,,,,,,,,,,,,,,,,,,,,,,,106.2,165.2,102.3,TE,2025-08-22 10:37:56,ENVELOPE,80.0,88.0,69.0,764.2,868.0,681.0,5.2,6.2,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.J. Hockenson MIN,,,,,,,,,,,,,,,,,,,,,,,,104.6,178.0,102.0,TE,2025-08-22 10:37:56,ENVELOPE,74.1,82.2,70.0,775.8,858.0,705.2,4.7,5.2,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Njoku CLE,,,,,,,,,,,,,,,,,,,,,,,,101.7,159.5,97.0,TE,2025-08-22 10:37:56,ENVELOPE,76.8,85.0,69.0,738.7,811.0,685.0,4.9,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Warren IND,,,,,,,,,,,,,,,,,,,,,,,,95.3,151.6,95.0,TE,2025-08-22 10:37:56,ENVELOPE,63.2,67.0,58.0,681.8,773.0,602.7,4.7,5.0,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tucker Kraft GB,,,,,,,,,,,,,,,,,,,,,,,,92.5,151.0,90.0,TE,2025-08-22 10:37:56,ENVELOPE,55.2,63.5,44.6,652.7,722.7,538.7,4.8,6.0,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Pitts Sr. ATL,,,,,,,,,,,,,,,,,,,,,,,,89.2,136.8,74.0,TE,2025-08-22 10:37:56,ENVELOPE,50.9,56.6,47.0,641.7,668.5,593.0,4.2,4.7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dallas Goedert PHI,,,,,,,,,,,,,,,,,,,,,,,,85.8,143.3,82.7,TE,2025-08-22 10:37:56,ENVELOPE,57.1,64.9,46.7,632.8,758.0,503.6,3.9,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Ertz WAS,,,,,,,,,,,,,,,,,,,,,,,,83.8,123.9,83.1,TE,2025-08-22 10:37:56,ENVELOPE,57.8,67.0,51.0,537.2,646.0,463.2,5.1,7.0,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalton Kincaid BUF,,,,,,,,,,,,,,,,,,,,,,,,83.7,143.0,71.0,TE,2025-08-22 10:37:56,ENVELOPE,57.1,60.0,54.0,604.3,678.6,560.0,4.0,4.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evan Engram DEN,,,,,,,,,,,,,,,,,,,,,,,,83.5,154.0,80.0,TE,2025-08-22 10:37:56,ENVELOPE,69.1,79.7,59.9,615.1,717.0,522.6,4.0,5.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Ferguson DAL,,,,,,,,,,,,,,,,,,,,,,,,82.7,145.2,73.0,TE,2025-08-22 10:37:56,ENVELOPE,67.9,71.0,62.0,622.9,635.0,610.4,3.8,4.0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunter Henry NE,,,,,,,,,,,,,,,,,,,,,,,,79.8,131.5,0.0,TE,2025-08-22 10:37:56,ENVELOPE,55.0,62.0,42.7,574.8,662.0,440.1,3.9,5.5,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colston Loveland CHI,,,,,,,,,,,,,,,,,,,,,,,,77.4,146.8,63.0,TE,2025-08-22 10:37:56,ENVELOPE,53.6,62.0,38.3,562.3,664.9,373.7,3.8,4.8,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Likely BAL,,,,,,,,,,,,,,,,,,,,,,,,76.7,103.0,74.8,TE,2025-08-22 10:37:56,ENVELOPE,41.4,45.2,37.0,491.4,553.0,440.0,4.8,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cade Otton TB,,,,,,,,,,,,,,,,,,,,,,,,76.2,110.2,71.0,TE,2025-08-22 10:37:56,ENVELOPE,52.0,56.0,46.0,530.2,574.2,462.0,4.0,5.3,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brenton Strange JAC,,,,,,,,,,,,,,,,,,,,,,,,73.8,121.0,73.5,TE,2025-08-22 10:37:56,ENVELOPE,55.2,61.1,51.9,550.6,596.0,509.2,3.3,4.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darren Waller MIA,,,,,,,,,,,,,,,,,,,,,,,,73.3,117.5,72.4,TE,2025-08-22 10:37:56,ENVELOPE,49.6,57.0,39.8,545.8,667.3,406.5,3.2,4.0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonnu Smith PIT,,,,,,,,,,,,,,,,,,,,,,,,73.3,129.3,70.3,TE,2025-08-22 10:37:56,ENVELOPE,50.4,56.2,37.0,522.8,570.0,362.7,3.8,6.0,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Gesicki CIN,,,,,,,,,,,,,,,,,,,,,,,,70.0,126.5,57.0,TE,2025-08-22 10:37:56,ENVELOPE,51.0,54.0,49.0,502.8,552.0,453.9,3.4,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalton Schultz HOU,,,,,,,,,,,,,,,,,,,,,,,,68.9,104.6,0.5,TE,2025-08-22 10:37:56,ENVELOPE,49.7,54.0,45.0,509.2,559.0,435.0,3.1,4.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chig Okonkwo TEN,,,,,,,,,,,,,,,,,,,,,,,,68.8,142.1,57.0,TE,2025-08-22 10:37:56,ENVELOPE,52.9,59.0,46.2,528.1,605.0,449.5,2.9,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juwan Johnson NO,,,,,,,,,,,,,,,,,,,,,,,,67.5,118.5,63.0,TE,2025-08-22 10:37:56,ENVELOPE,47.5,53.0,35.6,487.3,556.0,338.0,3.2,4.0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pat Freiermuth PIT,,,,,,,,,,,,,,,,,,,,,,,,66.2,115.7,66.0,TE,2025-08-22 10:37:56,ENVELOPE,49.9,62.4,37.3,480.5,551.0,364.4,3.3,5.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Higbee LAR,,,,,,,,,,,,,,,,,,,,,,,,64.3,92.0,61.5,TE,2025-08-22 10:37:56,ENVELOPE,45.3,52.0,38.0,424.9,483.0,360.0,3.7,6.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robbie Ouzts SEA,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,TE,2025-08-22 10:37:56,ENVELOPE,48.0,48.0,8.0,477.0,477.0,77.0,3.0,3.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mason Taylor NYJ,,,,,,,,,,,,,,,,,,,,,,,,63.3,121.5,55.0,TE,2025-08-22 10:37:56,ENVELOPE,48.1,54.8,41.0,485.1,570.0,379.5,2.7,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theo Johnson NYG,,,,,,,,,,,,,,,,,,,,,,,,63.2,109.0,62.0,TE,2025-08-22 10:37:56,ENVELOPE,43.1,50.7,35.9,472.3,547.3,386.1,2.7,3.0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elijah Arroyo SEA,,,,,,,,,,,,,,,,,,,,,,,,58.4,110.5,20.0,TE,2025-08-22 10:37:56,ENVELOPE,40.0,46.0,24.0,423.5,511.8,239.0,2.8,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Dissly LAC,,,,,,,,,,,,,,,,,,,,,,,,53.0,80.8,40.3,TE,2025-08-22 10:37:56,ENVELOPE,38.6,46.0,26.0,378.0,462.0,260.0,2.5,3.2,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noah Fant CIN,,,,,,,,,,,,,,,,,,,,,,,,52.6,70.5,48.6,TE,2025-08-22 10:37:56,ENVELOPE,37.2,46.0,29.0,381.0,500.0,295.0,2.4,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ja'Tavion Sanders CAR,,,,,,,,,,,,,,,,,,,,,,,,51.1,112.2,37.7,TE,2025-08-22 10:37:56,ENVELOPE,38.5,47.0,21.9,389.5,472.0,214.0,2.1,3.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noah Gray KC,,,,,,,,,,,,,,,,,,,,,,,,46.7,84.5,39.0,TE,2025-08-22 10:37:56,ENVELOPE,30.0,38.0,20.1,305.6,405.0,219.9,2.7,4.0,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Conklin LAC,,,,,,,,,,,,,,,,,,,,,,,,46.2,84.8,23.5,TE,2025-08-22 10:37:56,ENVELOPE,33.5,46.0,17.4,325.7,483.0,167.1,2.3,3.3,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJ Barner SEA,,,,,,,,,,,,,,,,,,,,,,,,44.8,75.1,36.0,TE,2025-08-22 10:37:56,ENVELOPE,32.7,39.5,27.0,305.0,368.3,247.0,2.4,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cole Kmet CHI,,,,,,,,,,,,,,,,,,,,,,,,41.9,70.2,23.5,TE,2025-08-22 10:37:56,ENVELOPE,30.2,39.3,20.8,291.0,374.4,170.7,2.3,4.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foster Moreau NO,,,,,,,,,,,,,,,,,,,,,,,,36.1,57.0,29.5,TE,2025-08-22 10:37:56,ENVELOPE,22.3,33.0,14.9,251.9,418.0,155.0,1.8,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Hooper NE,,,,,,,,,,,,,,,,,,,,,,,,35.7,53.5,27.1,TE,2025-08-22 10:37:56,ENVELOPE,26.6,43.0,14.4,264.3,411.0,150.5,1.7,2.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dawson Knox BUF,,,,,,,,,,,,,,,,,,,,,,,,35.3,60.6,16.0,TE,2025-08-22 10:37:56,ENVELOPE,21.9,29.0,14.0,238.7,311.6,174.0,1.9,2.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oronde Gadsden II LAC,,,,,,,,,,,,,,,,,,,,,,,,34.8,60.2,33.7,TE,2025-08-22 10:37:56,ENVELOPE,23.6,24.0,23.3,239.3,242.0,236.5,1.8,2.0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Mayer LV,,,,,,,,,,,,,,,,,,,,,,,,34.6,69.5,22.0,TE,2025-08-22 10:37:56,ENVELOPE,27.3,31.8,21.0,253.1,315.1,181.0,1.6,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harold Fannin Jr. CLE,,,,,,,,,,,,,,,,,,,,,,,,34.2,80.5,17.0,TE,2025-08-22 10:37:56,ENVELOPE,26.5,34.0,19.9,260.8,345.0,197.3,1.5,2.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrance Ferguson LAR,,,,,,,,,,,,,,,,,,,,,,,,34.1,56.6,26.0,TE,2025-08-22 10:37:56,ENVELOPE,23.0,27.0,19.9,235.2,265.0,202.9,1.9,2.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Oliver MIN,,,,,,,,,,,,,,,,,,,,,,,,30.0,47.0,23.4,TE,2025-08-22 10:37:56,ENVELOPE,19.4,31.0,12.6,203.0,366.0,114.7,1.6,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tommy Tremble CAR,,,,,,,,,,,,,,,,,,,,,,,,27.7,33.0,23.5,TE,2025-08-22 10:37:56,ENVELOPE,19.2,27.0,14.0,184.1,250.0,129.9,1.7,3.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Musgrave GB,,,,,,,,,,,,,,,,,,,,,,,,27.1,41.7,19.7,TE,2025-08-22 10:37:56,ENVELOPE,19.1,27.0,14.7,186.4,246.0,142.8,1.4,2.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brock Wright DET,,,,,,,,,,,,,,,,,,,,,,,,26.4,39.0,5.8,TE,2025-08-22 10:37:56,ENVELOPE,15.0,26.0,3.9,134.8,231.0,38.5,2.2,4.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gunnar Helm TEN,,,,,,,,,,,,,,,,,,,,,,,,26.1,45.0,17.0,TE,2025-08-22 10:37:56,ENVELOPE,20.2,20.5,20.0,200.8,208.4,190.0,1.1,1.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Sinnott WAS,,,,,,,,,,,,,,,,,,,,,,,,24.9,54.9,10.0,TE,2025-08-22 10:37:56,ENVELOPE,16.8,23.2,11.0,166.8,226.0,110.0,1.4,2.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cade Stover HOU,,,,,,,,,,,,,,,,,,,,,,,,23.3,59.6,10.0,TE,2025-08-22 10:37:56,ENVELOPE,16.9,24.0,12.0,160.5,236.0,101.0,1.2,2.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremy Ruckert NYJ,,,,,,,,,,,,,,,,,,,,,,,,22.3,41.9,9.1,TE,2025-08-22 10:37:56,ENVELOPE,17.7,24.7,7.9,153.3,208.9,73.6,1.2,2.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Trautman DEN,,,,,,,,,,,,,,,,,,,,,,,,21.8,31.9,18.0,TE,2025-08-22 10:37:56,ENVELOPE,12.6,15.7,10.8,137.0,166.8,115.0,1.4,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlie Woerner ATL,,,,,,,,,,,,,,,,,,,,,,,,20.3,45.0,12.1,TE,2025-08-22 10:37:56,ENVELOPE,14.6,24.5,9.3,139.0,230.9,88.1,1.1,1.7,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Schoonmaker DAL,,,,,,,,,,,,,,,,,,,,,,,,20.2,35.0,13.0,TE,2025-08-22 10:37:56,ENVELOPE,14.9,18.0,12.4,132.7,155.0,111.6,1.2,2.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jelani Woods IND,,,,,,,,,,,,,,,,,,,,,,,,19.7,31.0,0.0,TE,2025-08-22 10:37:56,ENVELOPE,8.0,16.0,0.0,137.0,274.0,0.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grant Calcaterra PHI,,,,,,,,,,,,,,,,,,,,,,,,19.0,26.7,11.4,TE,2025-08-22 10:37:56,ENVELOPE,12.6,18.0,8.3,138.9,227.0,82.3,0.9,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Bellinger NYG,,,,,,,,,,,,,,,,,,,,,,,,18.9,36.2,8.5,TE,2025-08-22 10:37:56,ENVELOPE,14.9,20.6,8.1,139.8,202.9,67.5,0.8,1.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Payne Durham TB,,,,,,,,,,,,,,,,,,,,,,,,18.3,36.8,7.3,TE,2025-08-22 10:37:56,ENVELOPE,11.1,19.9,4.7,109.4,184.4,46.0,1.2,2.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julian Hill MIA,,,,,,,,,,,,,,,,,,,,,,,,18.2,31.5,14.0,TE,2025-08-22 10:37:56,ENVELOPE,14.7,21.0,10.0,133.4,172.0,103.2,0.9,1.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Briningstool KC,,,,,,,,,,,,,,,,,,,,,,,,,,,TE,2025-08-22 10:37:56,ENVELOPE,12.0,12.0,2.0,121.0,121.0,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elijah Higgins ARI,,,,,,,,,,,,,,,,,,,,,,,,17.4,36.5,7.7,TE,2025-08-22 10:37:56,ENVELOPE,11.4,15.5,4.1,110.3,155.0,38.9,1.1,2.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Whyle TEN,,,,,,,,,,,,,,,,,,,,,,,,16.9,27.1,10.3,TE,2025-08-22 10:37:56,ENVELOPE,14.5,28.0,7.0,134.2,254.0,65.0,0.6,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darnell Washington PIT,,,,,,,,,,,,,,,,,,,,,,,,16.6,32.2,7.8,TE,2025-08-22 10:37:56,ENVELOPE,12.3,23.0,5.7,123.3,234.0,55.2,0.7,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnny Mundt JAC,,,,,,,,,,,,,,,,,,,,,,,,16.5,28.6,12.0,TE,2025-08-22 10:37:56,ENVELOPE,13.4,18.0,10.3,115.2,150.0,89.7,0.8,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Connor Heyward PIT,,,,,,,,,,,,,,,,,,,,,,,,15.7,30.0,2.5,TE,2025-08-22 10:37:56,ENVELOPE,10.2,23.0,1.9,87.7,194.0,17.5,1.2,3.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colby Parkinson LAR,,,,,,,,,,,,,,,,,,,,,,,,15.7,26.0,8.9,TE,2025-08-22 10:37:56,ENVELOPE,10.6,16.0,5.8,106.5,163.0,56.6,0.9,1.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
